simTime,districtID,rsuIP,vehicleID,packetSize,senderPosX,senderPosY,endToEndDelay,senderSpeed,senderDirection,source_file
10.350073802684,0,10.0.0.54,831,284,2017.59,1668.97,0.000569158167,6.33175,-3.11756,vehicle_log_district_4_WithBeaconing_Nv=100.csv
10.361610598751,1,10.0.0.58,1155,254,2227.29,1092.9,0.000521210377,19.8013,-2.69603,vehicle_log_district_4_WithBeaconing_Nv=100.csv
10.407808832988,2,10.0.0.38,927,135,1288.62,933.395,0.000334271394,19.5051,1.59626,vehicle_log_district_3_WithBeaconing_Nv=100.csv
10.474249442843,1,10.0.0.50,759,188,1658.85,1443.78,0.000413087,0.000473624,0.0238376,vehicle_log_district_4_WithBeaconing_Nv=100.csv
10.478803828563,2,10.0.0.38,861,104,1426.81,1188.32,0.000276665873,19.5446,-3.12182,vehicle_log_district_3_WithBeaconing_Nv=100.csv
10.628078593089,1,10.0.0.50,957,233,1570.56,1191.69,0.000482953767,13.0711,-3.12238,vehicle_log_district_4_WithBeaconing_Nv=100.csv
10.685255389229,1,10.0.0.58,903,285,2211.87,1023.08,0.000571230926,0.0,-3.1192,vehicle_log_district_4_WithBeaconing_Nv=100.csv
10.729054210863,1,10.0.0.58,1131,233,2137.22,1354.87,0.000491325899,12.0754,-0.393702,vehicle_log_district_4_WithBeaconing_Nv=100.csv
10.793634727357,2,10.0.0.38,1185,111,1464.97,1084.18,0.000292146804,19.5955,-1.54713,vehicle_log_district_3_WithBeaconing_Nv=100.csv
10.834017092088,1,10.0.0.50,891,281,1641.09,1207.41,0.00057117893,18.6634,0.0211919,vehicle_log_district_4_WithBeaconing_Nv=100.csv
10.836912910323,1,10.0.0.50,879,205,1677.54,1187.04,0.000441964585,7.19673,1.5708,vehicle_log_district_4_WithBeaconing_Nv=100.csv
10.858868297659,2,10.0.0.38,897,103,1544.81,1143.93,0.000275901988,11.8315,2.04194,vehicle_log_district_3_WithBeaconing_Nv=100.csv
10.86894955249,2,10.0.0.38,1125,208,1124.61,1170.31,0.000521548981,11.1053,-3.12032,vehicle_log_district_3_WithBeaconing_Nv=100.csv
10.888541600617,2,10.0.0.38,1107,116,1047.3,1179.78,0.000302098642,0.580224,-3.11928,vehicle_log_district_3_WithBeaconing_Nv=100.csv
11.027611616068,1,10.0.0.50,843,225,1627.9,1196.01,0.000468332321,11.2754,0.0318794,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.061250760436,1,10.0.0.50,1287,147,1576.95,1063.18,0.000344828919,0.0,0.023545,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.067837208151,0,10.0.0.54,1011,293,1966.69,1771.78,0.000587020642,21.4758,-3.12001,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.075479482697,1,10.0.0.58,1047,154,1999.13,1072.85,0.000360713737,12.0298,0.0290971,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.075542682697,1,10.0.0.50,1047,154,1999.13,1072.85,0.000423913737,12.0298,0.0290971,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.101185893843,0,10.0.0.54,1119,209,1854.72,1502.29,0.000445776356,10.3704,0.0185685,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.199671906276,1,10.0.0.58,1035,260,2200.08,1120.27,0.000533736633,21.1496,1.59461,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.39349058141,0,10.0.0.54,837,135,1488.24,1613.03,0.000325868009,2.70507,-3.12506,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.489397998892,0,10.0.0.54,825,273,1442.66,1615.02,0.000546822783,3.19997,0.0274219,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.580599292283,1,10.0.0.58,993,202,2071.13,1072.19,0.0004440724,16.6284,0.0228921,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.624250547973,1,10.0.0.50,1137,149,1548.16,1191.13,0.000360556891,0.0,-3.10103,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.678297979245,2,10.0.0.38,1095,134,1333.79,1175.35,0.000327746337,20.1467,-3.11765,vehicle_log_district_3_WithBeaconing_Nv=100.csv
11.72781205007,0,10.0.0.54,801,169,1679.23,1687.02,0.000390503249,19.9898,-1.55774,vehicle_log_district_4_WithBeaconing_Nv=100.csv
11.747260243335,2,10.0.0.38,1323,157,1289.03,917.581,0.000362452754,17.1614,1.59626,vehicle_log_district_3_WithBeaconing_Nv=100.csv
11.863378728621,0,10.0.0.54,1017,266,1887.41,1549.19,0.000541859653,20.9011,-1.55207,vehicle_log_district_4_WithBeaconing_Nv=100.csv
12.268995529292,1,10.0.0.50,807,202,1605.57,1011.19,0.000447422983,23.2471,2.02142,vehicle_log_district_4_WithBeaconing_Nv=100.csv
12.36148147199,1,10.0.0.58,1155,174,2179.69,1070.39,0.000392083616,23.4161,-2.71617,vehicle_log_district_4_WithBeaconing_Nv=100.csv
12.407756140409,2,10.0.0.38,927,105,1287.4,981.702,0.000281578815,23.365,1.59605,vehicle_log_district_3_WithBeaconing_Nv=100.csv
12.474416848501,1,10.0.0.50,759,292,1658.85,1443.78,0.000580492658,0.0,0.0238376,vehicle_log_district_4_WithBeaconing_Nv=100.csv
12.474502128501,0,10.0.0.54,759,292,1658.85,1443.78,0.000665772658,0.0,0.0238376,vehicle_log_district_4_WithBeaconing_Nv=100.csv
12.478847697123,2,10.0.0.38,861,127,1391.34,1187.62,0.000320534433,23.6737,-3.12182,vehicle_log_district_3_WithBeaconing_Nv=100.csv
12.628166937215,1,10.0.0.50,957,282,1559.13,1191.43,0.000571297893,6.71723,-3.11886,vehicle_log_district_4_WithBeaconing_Nv=100.csv
12.685239810908,1,10.0.0.58,903,278,2211.87,1023.08,0.000555652605,0.0,-3.1192,vehicle_log_district_4_WithBeaconing_Nv=100.csv
12.729076471368,1,10.0.0.58,1131,250,2155.93,1347.1,0.000513586404,16.3716,-0.393702,vehicle_log_district_4_WithBeaconing_Nv=100.csv
12.79383137939,2,10.0.0.38,1185,236,1484.59,1059.51,0.000488798837,23.2299,0.0194939,vehicle_log_district_3_WithBeaconing_Nv=100.csv
12.834024070044,1,10.0.0.50,891,287,1661.03,1207.83,0.000578156886,9.69914,0.0211919,vehicle_log_district_4_WithBeaconing_Nv=100.csv
12.836917740849,1,10.0.0.50,879,202,1677.54,1187.12,0.000446795111,0.0,1.5708,vehicle_log_district_4_WithBeaconing_Nv=100.csv
12.859062141346,2,10.0.0.38,897,221,1536.29,1165.9,0.000469745675,15.6717,1.87188,vehicle_log_district_3_WithBeaconing_Nv=100.csv
12.86895163249,2,10.0.0.38,1125,221,1108.23,1173.99,0.000523628981,8.15146,2.83603,vehicle_log_district_3_WithBeaconing_Nv=100.csv
12.888700723365,2,10.0.0.38,1107,215,1047.29,1179.78,0.00046122139,0.0,-3.11928,vehicle_log_district_3_WithBeaconing_Nv=100.csv
13.027608161472,1,10.0.0.50,843,225,1647.32,1196.63,0.000464877725,15.2579,0.0318794,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.061250475767,1,10.0.0.50,1287,139,1576.95,1063.18,0.00034454425,0.0,0.023545,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.067832242821,0,10.0.0.54,1011,293,1928.64,1770.96,0.000582055312,21.6764,-3.12001,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.075558285826,1,10.0.0.58,1047,200,2009.09,1073.14,0.000439516866,3.06557,0.0290971,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.101251131266,0,10.0.0.54,1119,247,1861.98,1502.42,0.000511013779,1.41101,0.0185685,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.199705266873,1,10.0.0.58,1035,284,2199.18,1157.76,0.00056709723,21.3012,1.59461,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.393536292709,0,10.0.0.54,837,161,1483.63,1612.95,0.000371579308,2.68549,-3.12379,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.489133603518,0,10.0.0.54,825,103,1448.19,1615.18,0.000282427409,3.23663,0.0274219,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.580668254215,1,10.0.0.58,993,249,2092.24,1072.68,0.000513034332,9.67365,0.0228921,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.624460583304,1,10.0.0.50,1137,284,1548.16,1191.13,0.000570592222,0.0,-3.10103,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.678311673131,2,10.0.0.38,1095,142,1309.33,1174.76,0.000341440223,11.15,-3.11765,vehicle_log_district_3_WithBeaconing_Nv=100.csv
13.727885237525,0,10.0.0.54,801,218,1680.13,1640.59,0.000463690704,20.0386,-1.54372,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.747192816888,2,10.0.0.38,1323,116,1287.9,961.825,0.000295026307,20.993,1.59605,vehicle_log_district_3_WithBeaconing_Nv=100.csv
13.863214920523,0,10.0.0.54,1017,165,1888.06,1514.83,0.000378051555,19.9582,-1.55065,vehicle_log_district_4_WithBeaconing_Nv=100.csv
13.940755647958,1,10.0.0.50,987,234,1625.19,971.473,0.000491271146,18.7171,2.03165,vehicle_log_district_4_WithBeaconing_Nv=100.csv
14.268958716096,1,10.0.0.50,807,184,1589.85,1043.68,0.000410609787,24.5161,2.02142,vehicle_log_district_4_WithBeaconing_Nv=100.csv
14.361619833853,1,10.0.0.58,1155,262,2135.19,1049.43,0.000530445479,17.1371,-2.69762,vehicle_log_district_4_WithBeaconing_Nv=100.csv
14.407781185412,2,10.0.0.38,927,116,1286.52,1016.18,0.000306623818,16.9245,1.59605,vehicle_log_district_3_WithBeaconing_Nv=100.csv
14.47422589208,1,10.0.0.50,759,166,1658.85,1443.78,0.000389536237,0.0,0.0238376,vehicle_log_district_4_WithBeaconing_Nv=100.csv
14.478909238668,2,10.0.0.38,861,166,1342.34,1186.3,0.000382075978,22.5121,-3.11032,vehicle_log_district_3_WithBeaconing_Nv=100.csv
14.530225250175,2,10.0.0.38,1083,175,1456.13,928.216,0.000401854286,20.0232,1.59634,vehicle_log_district_3_WithBeaconing_Nv=100.csv
14.628053494617,1,10.0.0.50,957,219,1554.15,1191.32,0.000457855295,2.28687,-3.11886,vehicle_log_district_4_WithBeaconing_Nv=100.csv
14.685107291985,1,10.0.0.58,903,191,2211.87,1023.08,0.000423133682,0.0,-3.1192,vehicle_log_district_4_WithBeaconing_Nv=100.csv
14.729039803284,1,10.0.0.58,1131,229,2180.05,1337.08,0.00047691832,20.352,-0.393702,vehicle_log_district_4_WithBeaconing_Nv=100.csv
14.793751185461,2,10.0.0.38,1185,178,1524.3,1057.11,0.000408604908,19.2501,0.0214969,vehicle_log_district_3_WithBeaconing_Nv=100.csv
14.834013636827,1,10.0.0.50,891,283,1673.62,1217.62,0.000567723669,8.67889,1.59592,vehicle_log_district_4_WithBeaconing_Nv=100.csv
14.836833291884,1,10.0.0.50,879,156,1677.54,1187.12,0.000362346146,0.0,1.5708,vehicle_log_district_4_WithBeaconing_Nv=100.csv
14.858944245165,2,10.0.0.38,897,144,1517.37,1189.77,0.000351849494,19.4994,-3.12062,vehicle_log_district_3_WithBeaconing_Nv=100.csv
14.868888496637,2,10.0.0.38,1125,215,1108.23,1174.13,0.000460493128,0.301576,1.5708,vehicle_log_district_3_WithBeaconing_Nv=100.csv
14.88877294352,2,10.0.0.38,1107,261,1047.29,1179.78,0.000533441545,0.0,-3.11928,vehicle_log_district_3_WithBeaconing_Nv=100.csv
15.027546795863,1,10.0.0.50,843,183,1663.87,1197.16,0.000403512116,7.11157,0.0318794,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.061439350745,1,10.0.0.50,1287,256,1576.95,1063.18,0.000533419228,0.0,0.023545,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.067544894822,0,10.0.0.54,1011,110,1900.48,1770.35,0.000294707313,12.6888,-3.12001,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.075694389044,1,10.0.0.58,1047,291,2009.7,1073.16,0.000575620084,0.0,0.0290971,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.101282369439,0,10.0.0.54,1119,262,1862.09,1502.42,0.000542251952,0.0,0.0185685,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.199532617503,1,10.0.0.58,1035,176,2198.53,1185.32,0.00039444786,12.3068,1.59461,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.393737675764,0,10.0.0.54,837,287,1479.04,1612.82,0.000572962363,2.71032,-3.11416,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.489210480195,0,10.0.0.54,825,148,1453.71,1615.33,0.000359304086,3.16733,0.0274219,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.58044628989,1,10.0.0.58,993,106,2099.86,1072.9,0.000291070007,0.729615,0.0350945,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.624282698282,1,10.0.0.50,1137,177,1548.16,1191.13,0.0003927072,0.0,-3.10103,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.678505054986,2,10.0.0.38,1095,265,1299.12,1174.52,0.000534822078,2.16851,-3.11765,vehicle_log_district_3_WithBeaconing_Nv=100.csv
15.727819835112,0,10.0.0.54,801,174,1680.99,1609.03,0.000398288291,20.0308,-1.54372,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.747454822579,2,10.0.0.38,1323,276,1287.05,995.335,0.000557031998,17.3911,1.59605,vehicle_log_district_3_WithBeaconing_Nv=100.csv
15.863362162892,0,10.0.0.54,1017,257,1886.07,1478.13,0.000525293924,10.9582,-1.5493,vehicle_log_district_4_WithBeaconing_Nv=100.csv
15.940749545018,1,10.0.0.50,987,227,1606.59,1009.06,0.000485168206,18.7303,2.02142,vehicle_log_district_4_WithBeaconing_Nv=100.csv
16.269110163155,1,10.0.0.50,807,279,1566.35,1100.43,0.000562056846,24.6017,2.01723,vehicle_log_district_4_WithBeaconing_Nv=100.csv
16.361502727752,1,10.0.0.58,1155,185,2129.74,1046.84,0.000413339378,8.14741,-2.69762,vehicle_log_district_4_WithBeaconing_Nv=100.csv
16.40786592949,2,10.0.0.38,927,171,1286.02,1036.21,0.000391367896,7.92455,1.59605,vehicle_log_district_3_WithBeaconing_Nv=100.csv
16.474274325134,1,10.0.0.50,759,205,1658.85,1443.78,0.000437969291,0.0,0.0238376,vehicle_log_district_4_WithBeaconing_Nv=100.csv
16.478831544483,2,10.0.0.38,861,115,1314.22,1185.42,0.000304381793,13.5121,-3.11032,vehicle_log_district_3_WithBeaconing_Nv=100.csv
16.530148755374,2,10.0.0.38,1083,126,1451.71,975.76,0.000325359485,24.1886,1.59651,vehicle_log_district_3_WithBeaconing_Nv=100.csv
16.627873688907,1,10.0.0.50,957,102,1552.83,1191.29,0.000278049585,0.425815,-3.11886,vehicle_log_district_4_WithBeaconing_Nv=100.csv
16.685028682991,1,10.0.0.58,903,141,2211.87,1023.08,0.000344524688,0.0,-3.1192,vehicle_log_district_4_WithBeaconing_Nv=100.csv
16.728969541879,1,10.0.0.58,1131,180,2236.11,1313.99,0.000406656915,24.1553,-0.398946,vehicle_log_district_4_WithBeaconing_Nv=100.csv
16.793771811218,2,10.0.0.38,1185,200,1558.73,1059.51,0.000429230665,15.8654,0.025796,vehicle_log_district_3_WithBeaconing_Nv=100.csv
16.833902324788,1,10.0.0.50,891,210,1673.27,1234.27,0.00045641163,12.624,1.5916,vehicle_log_district_4_WithBeaconing_Nv=100.csv
16.83690012316,1,10.0.0.50,879,192,1673.99,1205.38,0.000429177422,2.14458,1.58989,vehicle_log_district_4_WithBeaconing_Nv=100.csv
16.859012726506,2,10.0.0.38,897,191,1487.08,1189.14,0.000420330835,23.1471,-3.12062,vehicle_log_district_3_WithBeaconing_Nv=100.csv
16.868822799751,2,10.0.0.38,1125,177,1108.23,1174.13,0.000394796242,0.0,1.5708,vehicle_log_district_3_WithBeaconing_Nv=100.csv
16.888776846634,2,10.0.0.38,1107,263,1047.29,1179.78,0.000537344659,0.0,-3.11928,vehicle_log_district_3_WithBeaconing_Nv=100.csv
17.027635981049,1,10.0.0.50,843,232,1667.71,1197.25,0.000492697302,0.0,0.0238079,vehicle_log_district_4_WithBeaconing_Nv=100.csv
17.061467594895,1,10.0.0.50,1287,276,1576.95,1063.18,0.000561663378,0.0,0.023545,vehicle_log_district_4_WithBeaconing_Nv=100.csv
17.067613110397,0,10.0.0.54,1011,152,1887.26,1770.06,0.000362922888,3.70539,-3.12001,vehicle_log_district_4_WithBeaconing_Nv=100.csv
17.075658483275,1,10.0.0.58,1047,265,2009.7,1073.16,0.000539714315,0.0,0.0290971,vehicle_log_district_4_WithBeaconing_Nv=100.csv
17.101313778515,0,10.0.0.54,1119,288,1862.09,1502.42,0.000573661028,0.0,0.0185685,vehicle_log_district_4_WithBeaconing_Nv=100.csv
17.199699122953,1,10.0.0.58,1035,285,2198.22,1197.93,0.00056095331,3.3082,1.59567,vehicle_log_district_4_WithBeaconing_Nv=100.csv
17.393658700722,0,10.0.0.54,837,236,1474.44,1612.69,0.000493987321,2.67539,-3.11416,vehicle_log_district_4_WithBeaconing_Nv=100.csv
